subject,sessionIndex,rep,H..,H.t,H.i,H.e,H.5,H.R,H.o,H.a,H.n,H.l,DD.t.i,DD.i.e,DD.e.5,DD.5.R,DD.R.o,DD.o.a,DD.a.n,UD.t.i,UD.i.e,UD.e.5,UD.5.R,UD.R.o,UD.o.a,UD.a.n
Josh,1,1,0,0.18976545333862305,0.14229583740234375,0.1894991397857666,0.1151878833770752,0.10457038879394531,0.10850071907043457,0.1375887393951416,0.08953285217285156,0,0.23725581169128418,0.38095712661743164,1.0806090831756592,1.4424359798431396,1.1980133056640625,0.9282183647155762,0.20137810707092285,0.04749035835266113,0.2386612892150879,0.8911099433898926,1.3272480964660645,1.0934429168701172,0.8197176456451416,0.06378936767578125
